영화제목,코드,장르,감독,주연배우
도신-천하지독존,20218243,액션,Null,Null
사랑인가 바,20219349,멜로/로맨스,민채연,"민채연(랑해), 임지호(신기)"
은밀한 방문자,20150801,"멜로/로맨스,스릴러",윤여창,"박재훈, 곽지은"
벌새,20181103,드라마,김보라,"박지후(은희), 김새벽(김영지)"
어바웃 어 보이,20020189,드라마,폴 웨이츠|크리스 웨이츠,휴 그랜트(윌 프리먼)
아무튼 섹스,20218976,멜로/로맨스,Null,Null
섹떡궁합 2 ,20219724,성인물(에로),Null,Null
천사의 시,20199823,드라마,루이지 코멘치니,"안소니 퀘일, 스테파노 콜라그랜드"
십개월의 미래 ,20200302,드라마,남궁선,"최성은(미래), 서영주(윤호), 유이든(김김), 백현진(옹중), 권아름(강미)"
어느날 밤에 생긴 일,20112771,"코미디,멜로/로맨스",프랭크 카프라,"클로데트 콜베트, 클라크 게이블"
퍼피 구조대 더 무비,20219381,애니메이션,캘런 브런커,"정선혜, 신용우, 김새해, 엄상현, 박지윤, 문남숙, 전숙경, 사성웅"
사보타지 1941,20219399,"드라마,전쟁",Null,Null
흐르는 강물처럼,19930125,드라마,로버트 레드포드,브래드 피트
개선문,20139064,"드라마,멜로/로맨스",루이스 마일스톤,"잉그리드 버그만, 찰스 보이어"
프란츠,20177601,"멜로/로맨스,드라마",프랑수아 오종,"피에르 니네이, 폴라 비어"
불륜 유부녀: 아르바이트의 목적,20219078,드라마,아사기리 키요시,카와카미 나나미
리벤지 오브 인사이트,20219632,액션,리비 쳉|켄 쳉,"켄 쳉(지안), 마델린 지마(애비), 토니 토드(칼)"
생기발랄,20219403,코미디,시릴 프랭켈,시빌 손다이크
단편3: 삶은 아리송송 계란맛,20217485,기타,Null,Null
김복동,20190741,다큐멘터리,송원근,한지민(내레이션)
섹스의 품격 ,20219094,멜로/로맨스,Null,Null
드롭박스,20163285,다큐멘터리,Null,Null
뜨거운 것이 좋아 ,20071018,"코미디,멜로/로맨스",빌리 와일더,"마릴린 몬로, 토니 커티스, 잭 레먼"
화이: 괴물을 삼킨 아이,20123383,"액션,스릴러",장준환,"여진구(화이), 김윤석(석태), 조진웅(기태), 장현성, 김성균, 박해준(범수), 임지은, 남지현"
남색대문,20021031,"드라마,멜로/로맨스",이치엔,"계륜미, 진백림, 양우림"
동거인의 아내,20219114,"성인물(에로),멜로/로맨스",Null,Null
퐁네프의 연인들,20090796,멜로/로맨스,레오스 카락스,"줄리엣 비노쉬, 드니 라방, 클라우스 마이클 그루버"
몽상가들,20050009,"드라마,멜로/로맨스",베르나르도 베르톨루치,"에바 그린, 마이클 피트, 루이 가렐"
불쾌한 섹스,20219364,멜로/로맨스,류타,오츠키 히비키
애욕의 사정공간,20219343,멜로/로맨스,나기라 겐조,카자마 유미
유부녀의 사육,20219342,멜로/로맨스,나기라 겐조,린네 토우카
음욕 사촌동생,20219384,멜로/로맨스,Null,Null
넣어준 관리인,20219365,멜로/로맨스,나기라 겐조,나기사 미츠키
랩소디,20163965,"드라마,멜로/로맨스,뮤지컬",찰스 비더,"엘리자베스 테일러, 비토리오 가스만, 존 에릭슨"
걸어도 걸어도,20090340,"드라마,가족",고레에다 히로카즈,"나츠카와 유이, 요우, 하야기 료가, 하라다 요시오, 아베 히로시"
입에 담고 혀끝으로 맛본 후배,20219152,드라마,주연 카와카미 나나미,카와카미 나나미
모감보,19538014,"드라마,어드벤처",존 포드,"그레이스 켈리, 클라크 게이블, 에바 가드너"
그 여름 가장 조용한 바다,20040633,드라마,기타노 다케시,"카와하라 사부, 마키 쿠로우도"
기쿠지로의 여름,20020192,코미디,기타노 다케시,"기타노 다케시(기쿠지로), 세키구치 유스케(마사오)"
사랑방 손님,20219046,멜로/로맨스,최환,"채승하, 정연주"
사랑으로의 초대,20219380,"코미디,뮤지컬,멜로/로맨스",더글라스 서크,"도로시 라무어, 돈 아메시"
놀러오세요 201호에,20218657,"멜로/로맨스,드라마",이희성,"옥길동, 김해일"
단편6: 어바웃 타임,20217506,기타,Null,Null
"단편5: 미지의 세계, 지구에서 만나요",20217505,기타,Null,Null
단편4: 우리가 좋아했던 이야기,20217486,기타,Null,Null
[KYFF] 섹션 CHANGE : 단편,20219530,드라마,Null,Null
에스더의 왕,19608010,드라마,마리오 바바|라울 월쉬,"조안 콜린스, 리차드 에건"
미스터 노바디: 감독판,20204606,"드라마,판타지",자코 반 도마엘,"자레드 레토, 다이앤 크루거"
홀리 모터스,20122223,드라마,레오스 카락스,"드니 라방, 에바 멘데스, 카일리 미노그, 에디뜨 스콥, 미셸 피콜리"
눈먼 올빼미,20219127,기타,Null,Null
007 골드핑거,19648033,"액션,어드벤처,스릴러",가이 해밀튼,"숀 코네리, 오너 블랙먼, 거트 프로브"
비수,20167982,드라마,헨리 킹,"그레고리 펙, 데보라 카"
여름을 생각해!(인디스데이),20219585,드라마,Null,Null
예쁜 새댁,20205308,멜로/로맨스,Null,Null
월세는 몸으로 낼게요 무삭제,20219625,"멜로/로맨스,드라마",Null,Null
1987,20170590,드라마,장준환,"김윤석, 하정우, 유해진, 김태리(연희), 이희준(윤상삼 기자 )"
오직 사랑뿐,20173407,"드라마,멜로/로맨스",엠마 아산테,"로자먼드 파이크, 데이빗 오예로워"
[KYFF] 섹션 OO INFINITY : 단편,20219531,기타,Null,Null
아! 꽃이여 별이여,20219602,다큐멘터리,이창주,"정수희, 김재옥, 김병하, 박성운, 민경서, 유연우"
로스트 하이웨이 ,19970157,"드라마,미스터리,스릴러",데이빗 린치,"빌 풀만(프레드 매디슨), 패트리시아 아퀘트(르니 매디슨/앨리스 웨이크필드)"
플로리다 프로젝트,20176070,드라마,션 베이커,윌렘 데포
서스피션,2009A130,"미스터리,스릴러",알프레드 히치콕,"캐리 그랜트, 조안 폰테인"
비에 젖은 욕정,20120407,"드라마,뮤지컬",커티스 베른하르트,"리타 헤이워드, 호세 페레, 알도 레이"
태양을 향해 달려라,20129682,"드라마,어드벤처",로이 부틀링,"리차드 위드마크, 트레버 하워드, 제인 그리어, 피터 반 에이크"
혐오스런 마츠코의 일생,20070122,"코미디,드라마,뮤지컬,미스터리",나카시마 테츠야,"에이타(카와지리 ), 나카타니 미키(카와지리 마츠코 )"
단편7: 어제에 대해 말하자면,20217493,기타,Null,Null
보리밭을 흔드는 바람,20060314,드라마,켄 로치,킬리언 머피(데미엔)
동주,20158482,드라마,이준익,"강하늘(윤동주), 박정민(송몽규)"
항거:유관순 이야기,20196601,드라마,조민호,"고아성(유관순), 김새벽(김향화), 정하담, 류경수(정춘영), 신영주(노순경), 정하담(이옥이)"
사랑의 원자탄,19770058,사극,강대진,"이신재, 이경희, 송승환"
공포의 보수,20129477,"어드벤처,드라마,스릴러",앙리 조르주 클루조,"이브 몽땅, 샤를 바넬, 피터 반 에이크"
춘희,19368015,"멜로/로맨스,드라마",조지 쿠커,"로버트 테일러, 그레타 가르보"
언더 더 실버레이크,20193516,"범죄,스릴러",데이빗 로버트 밋첼,"앤드류 가필드, 라일리 코프"
여름날 우리,20219331,"코미디,멜로/로맨스",한톈,"허광한, 장약남"
올드,20218392,"공포(호러),스릴러",M. 나이트 샤말란,"가엘 가르시아 베르날, 빅키 크리엡스, 토마신 맥켄지, 알렉스 울프"
역마차,20100040,서부극(웨스턴),존 포드,"존 웨인, 클레어 트레버, 앤디 데빈, 존 캐러딘"
황태자의 첫사랑,20110293,"드라마,뮤지컬",리처드 소프,"앤 블리스, 에드몬드 퍼돔"
불륜 유부녀와 음란한 노처녀,20219424,성인물(에로),Null,Null
킬러 대물 VS 건달 대물,20219444,성인물(에로),강현성,이채담
여왕벌,19558046,95분0초,레이널드 맥두걸,조안 크로포드
분노의 강,20129040,서부극(웨스턴),안소니 만,"제임스 스튜어트, 록 허드슨, 아서 케네디"
물 많은 제수씨,20219774,"멜로/로맨스,드라마",Null,Null
환상섹스:리얼돌 히비키,20219787,"멜로/로맨스,드라마",코메이,오츠키 히비키
간병인의 황제서비스,20219773,"멜로/로맨스,드라마",Null,Null
길모퉁이,20219382,"범죄,드라마",Null,Null
외로운 새엄마:크고 단단한게 필요해,20219772,"멜로/로맨스,드라마",에이트,"하마사키 마오, 니노미야 와카"
더 스파이,20216703,스릴러,도미닉 쿡,"베네딕트 컴버배치, 메랍 니니트쩨, 제시 버클리"
습도 다소 높음,20219466,"코미디,드라마",고봉수,"백승환, 이희준, 고주환, 윤지혜"
죽거나 혹은 나쁘거나,20000006,"드라마,액션",류승완,"류승완(석환), 류승범(상환), 박성빈(성빈), 배중식(태훈), 김수현(현수)"
가족은 괴로워3: 아내여 장미처럼,20217708,드라마,야마다 요지,"하시즈메 이사오, 요시유키 카즈코, 니시무라 마사히코, 나츠카와 유이, 나카지마 토모코, 츠마부키 사토시, 아오이 유우"
자매덮밥: 처제사냥,20218261,성인물(에로),Null,Null
전우여 다시한번,20124675,"전쟁,액션,드라마",로버트 와이즈,"""클라크 게이블(리치 리처드슨 사령관 )"", 버트 랜커스터(버트 랭카스터 (Burt Lancaster) 짐 블레드소우)"
산,20129490,드라마,에드워드 디미트릭,"스펜서 트레이시, 로버트 와그너, 클레어 트레버"
언니는 말괄량이,19618005,드라마,한형모,"김진규, 엄앵란, 문정숙, 이대엽"
아파치요새,20119138,서부극(웨스턴),존 포드,"셜리 템플, 헨리 폰다, 존 웨인"
코미디를 위한 시간은 없어,20219397,"코미디,드라마,멜로/로맨스",윌리엄 케일리,"로사린드 러셀, 제임스 스튜어트"
스텔라 댈러스,20136507,드라마,킹 비더,"바바라 스탠윅, 존 볼즈"
새엄마지만 괜찮아,20219872,"드라마,성인물(에로)",Null,Null
대물에 순종하는 아내,20219786,"멜로/로맨스,드라마",Null,Null
어린 장모:대물 사위,20219785,"멜로/로맨스,드라마",버드맨 텟페이,카자마 유미
바람난 가족들,20219850,"드라마,성인물(에로)",Null,Null
아들의 첫사랑,20219851,"드라마,성인물(에로)",Null,Null
밝히는자매들-무삭제,20219690,멜로/로맨스,신민철,이채담
외로운 유부녀,20219771,"멜로/로맨스,드라마",Null,Null
쿨한 제수씨:같이 즐겨볼래?,20219784,"멜로/로맨스,드라마",Null,Null
이태리식 결혼,19648074,"코미디,드라마",비토리오 데 시카,"소피아 로렌, 마르첼로 마스트로얀니"
정직한 후보,20193321,코미디,장유정,"라미란(주상숙), 김무열(박희철), 나문희(김옥희), 윤경호(봉만식), 장동주(봉은호), 이서율(사진 속 어린 봉은호)"
코만체로스,20156762,"액션,서부극(웨스턴)",마이클 커티즈,"존 웨인, 스튜어트 휘트먼"
캐논볼,20205521,"드라마,가족",정승민,"김현목(현우), 김해나(연정)"
다함께 여름!,20215166,코미디,Null,Null
숏버스 감성행,20219446,멜로/로맨스,강인석|안다훈|박경진,"정유민, 한서연, 김진태, 윤영환, 한창희, 박영빈"
불륜에 미쳐 날 싫어하는 아내,20219169,드라마,Null,Null
어댑테이션,20219306,기타,김정민,"노상현, 장지훈, 최상우, 송기호"
뛰지 말고 걸어라,20136381,"코미디,멜로/로맨스",찰스 월터스,"캐리 그랜트(윌리암 루틀랜드 역), 사만다 에거(크리스틴 이스턴 역)"
나는 어디에도 속하지 않아: 샹탈 애커만의 영화,20219262,다큐멘터리,Null,Null
햇빛 속의 모과나무,20219263,다큐멘터리,Null,Null
[네마프2021] 한국신작전4,20219368,기타,Null,Null
유령과 뮤어 부인,20147112,"판타지,멜로/로맨스",조셉 L. 맨키위즈,"진 티어니, 렉스 해리슨"
내가 사랑한 멜빈,20219398,"코미디,뮤지컬,멜로/로맨스",돈 웨이스,"도날드 오코너, 데비 레이놀즈"
[네마프2021] 한국신작전5,20219369,기타,Null,Null
[네마프2021] 한국신작전8,20219387,기타,Null,Null
이젠 스네요,20219060,드라마,Null,Null
섹신:섹스의 신,20218565,멜로/로맨스,Null,Null
자매 돌려먹기,20215805,멜로/로맨스,Null,Null
여배우의 스와핑,20215720,멜로/로맨스,Null,Null
사제로부터 온 편지,20219630,"다큐멘터리,드라마",최종태,김병정
작은 아씨들,20192240,"드라마,멜로/로맨스",그레타 거윅,"시얼샤 로넌, 엠마 왓슨, 플로렌스 퓨, 엘리자 스캔런, 로라 던, 티모시 샬라메, 메릴 스트립"
어린자매의 유혹,20219849,"멜로/로맨스,드라마",Null,Null
킹콩,19338003,"액션,공포(호러),어드벤처,판타지,스릴러",어니스트 B. 쇼드색|머리안 C. 쿠퍼,"페이 레이, 로버트 암스트롱, 브루스 캐벗"
날 젖혀버린 새아들,20218625,멜로/로맨스,Null,Null
교회누나랑 첫 여자,20219635,성인물(에로),Null,Null
비바 자파타,19520011,드라마,엘리아 카잔,"말론 브란도, 진 피터스"
그날이 오면,20008343,"드라마,SF",스탠리 크래이머,"그레고리 펙, 에바 가드너"
알리스 기-블라쉐 단편선,20219122,기타,Null,Null
[네마프2021] 한국신작전6,20219370,기타,Null,Null
잃어버린전설,2010A370,Null,Null,Null
더 드라이버,20219647,"공포(호러),액션",위치 카오새야난다,마크 다카스코스
퍼포머의 삶,20219139,드라마,Null,Null
제르멘 뒬락 A,20219141,기타,Null,Null
[네마프2021] 한국신작전7,20219386,기타,Null,Null
[네마프2021] 한국신작전2,20219366,기타,Null,Null
[네마프2021] 글로컬신작전1,20219371,기타,Null,Null
[네마프2021] 글로컬신작전5,20219391,기타,Null,Null
천로역정: 천국을 찾아서,20190273,"애니메이션,어드벤처",Null,Null
18 패션스타 여은의 섹스특강,20218464,멜로/로맨스,Null,Null
더스트맨,20209947,드라마,김나경,"우지현(태산), 심달기(모아), 강길우(도준), 민경진(삼촌)"
69세,20196701,드라마,임선애,"예수정(심효정), 기주봉(남동인)"
CISFF2021 국내경쟁 2,20219878,기타,Null,Null
CISFF2021 국내경쟁 1,20219884,기타,Null,Null
쥐띠부인,19720031,드라마,곽정환,"고은아, 김희갑"
지옥의 7인 ,19840081,"액션,전쟁",주연 진 해크만 | 프레드 워드 | 패트릭 스웨이즈,"진 해크만, 프레드 워드, 패트릭 스웨이즈"
[네마프2021] 독일교류전: 독일 비디오 아트 40년 훑어보기,20219393,기타,Null,Null
자연스럽게: 전해지지 않은 알리스 기-블라쉐의 이야기,20219138,다큐멘터리,Null,Null
[네마프2021] 글로컬신작전3,20219389,기타,Null,Null
감각이 실재다: 이본느 라이너의 삶,20219140,다큐멘터리,Null,Null
여성에 관한 영화,20219121,드라마,Null,Null
[네마프2021] 아시아뉴대안영화전1,20219392,기타,Null,Null
[네마프2021] 글로컬신작전4,20219390,기타,Null,Null
[네마프2021] 한국신작전1,20219385,기타,Null,Null
"생각의 여름, 여름의 얼굴",20219737,드라마,Null,Null
CISFF2021 국내경쟁 3,20219885,기타,Null,Null
CISFF2021 국내경쟁 4,20219886,기타,Null,Null
거대한 서부,20108787,서부극(웨스턴),윌리엄 와일러,"진 시몬스, 그레고리 펙"
예르미타시 예술의 힘,20218002,다큐멘터리,주연 토니 세르빌로,토니 세르빌로
이삭줍는 사람들과 나,20001304,다큐멘터리,아녜스 바르다,아녜스 바르다
시티홀,20216862,다큐멘터리,Null,Null
제르멘 뒬락 B,20219123,기타,Null,Null
[네마프2021] 아시아뉴대안영화전2,20219372,기타,Null,Null
엄친딸 : 2대 1 사랑 나누기,20219261,"멜로/로맨스,드라마",Null,Null
레미니센스,20218985,"SF,미스터리,멜로/로맨스",리사 조이,"휴 잭맨, 레베카 퍼거슨, 탠디 뉴튼"
귀신,20201784,"공포(호러),코미디",정하용,"정이랑(용자), 함건수(중남), 최이태(재민), 이슬기(조피디)"
탑 햇,20113711,"코미디,멜로/로맨스,뮤지컬",마크 샌드리히,"프레드 아스테어, 진저 로저스, 에드워드 에버렛 홀튼"
제17 포로수용소,19538007,"드라마,전쟁",빌리 와일더,"윌리엄 홀든, 돈 테일러"
CISFF2021 국내경쟁 5,20219879,기타,Null,Null
바그다드의 도둑,20135114,"어드벤처,가족,판타지",루&#; 베르거|마이클 파웰,"콘라드 바이트(자파르), 사부(아부)"
달빛 아래서,20182064,드라마,멜빌 샤벨슨,"캐리 그랜트, 소피아 로렌"
자니 기타,19548016,서부극(웨스턴),니콜라스 레이,"조안 크로포드, 스터링 헤이든"
작은 독립 영화사의 흥망성쇠,20200339,"범죄,스릴러",Null,Null
고스트 라이더 : 복수의 화신,20113890,"액션,판타지,스릴러",마크 네빌딘|브라이언 테일러,"니콜라스 케이지(자니 블레이즈/고스트 라이더), 이드리스 엘바(모로 )"
파이어스톰,20149377,"액션,범죄",원금린,"유덕화, 임가동, 야오천"
13구역,20060240,"액션,SF",피에르 모렐,"시릴 라파엘리(다미엔), 데이빗 벨(레이토)"
구봉서의 벼락부자,20101128,"드라마,코미디",김수용,"구봉서, 김희갑, 도금봉"
바쿠라우,20200186,"미스터리,스릴러,서부극(웨스턴)",주연 우도 키에르 | 소냐 브라가,"우도 키에르, 소냐 브라가"
북북서로 진로를 돌려라,19598007,"어드벤처,미스터리,멜로/로맨스",알프레드 히치콕,"캐리 그랜트(로저 O. 쏜힐), 에바 마리 세인트(이브 켄덜)"
보와니의 분기점,20129043,"드라마,어드벤처",Null,Null
글렌 밀러 스토리,19538008,"드라마,멜로/로맨스",안소니 만,"제임스 스튜어트, 준 앨리슨"
젊은엄마 리부트 ,20219549,성인물(에로),Null,Null
[네마프2021] 한국신작전3,20219367,기타,Null,Null
자유로부인의 절정시대,20219853,"드라마,성인물(에로)",Null,Null
까진 친구 이모,20219889,성인물(에로),Null,Null
내일의 기억,20194501,"미스터리,스릴러",서유민,"김강우(선우), 서예지(수진)"
미스,20216084,"코미디,드라마",주연 파스칼 아르비요 | 이사벨 난티,"파스칼 아르비요, 이사벨 난티"
아저씨,20100214,"액션,드라마",이정범,"원빈(차태식), 김새론(소미)"
시티 라이트,19890108,"코미디,드라마,멜로/로맨스",찰리 채플린,"버지니아 셰릴, 플로렌스 리, 해리 마이어스"
모던 타임즈,19880150,코미디,찰리 채플린,"찰리 채플린 (공장 노동자), 파울레트 고다드(집 없는 아이)"
위대한 독재자,20020255,코미디,찰리 채플린,"찰리 채플린 (유태인 이발사 / 힌켈), 파울레트 고다드(한나)"
좋은 사람,20209138,미스터리,정욱,"김태훈(경석), 이효제(세익), 김현정(지현), 김종구(형섭), 박채은(윤희)"
대테러부대: 팀 울프,20219328,"전쟁,액션",알페르 카글라,"세르칸 차욜루(카야), 에미르 벤덜리글루(투란), 베디 아킨(오메르), 무랏 아르킨(케말), 피랏 도그루로글루(대장)"
키드,19890310,"코미디,드라마,가족",찰리 채플린,"찰리 채플린, 재키 쿠간, 에드나 퍼비안스"
황금광 시대,19900139,"어드벤처,코미디,가족",찰리 채플린,"찰리 채플린 (고독한 광부), 맥 스웨인(짐 맥케이), 톰 머레이(블랙 라슨), 조지아 헤일(조지아)"
라임라이트,19890241,"드라마,코미디",찰리 채플린,"찰리 채플린, 클레어 블룸"
82년생 김지영,20191029,드라마,김도영,"정유미(지영), 공유(대현), 김국희(수빈엄마)"
판타지 왁싱샵,20219867,멜로/로맨스,Null,Null
상록수,20101391,드라마,신상옥,"허장강, 최은희"
파리의 여인,19900174,드라마,찰리 채플린,"칼 밀러, 아돌프 멘주"
봉오동 전투,20184462,"사극,액션,드라마",원신연,"유해진(황해철), 류준열(이장하), 조우진(마병구)"
바바라,20135545,드라마,크리스티안 펫졸드,"니나 호스, 로널드 제르펠트, 라이너 보크"
써커스,19900192,드라마,찰리 채플린,"찰리 채플린, 알란 가르시아, 메르나 케네디"
아마추어,20219808,기타,Null,Null
키에슬로프스키 섹션 5: 지하도+스태프,20215784,드라마,Null,Null
어두운 통로,19478011,스릴러,델머 데이브즈,"험프리 보가트, 로렌 바콜"
뉴욕의 왕,19900343,코미디,찰리 채플린,"맥신 오드리, 찰리 채플린"
DIFF2021 대구단편 신작전 <딮하고 숏하게>,20219707,기타,Null,Null
비긴 어게인,20149629,멜로/로맨스,존 카니,"키이라 나이틀리, 마크 러팔로, 애덤 리바인, 헤일리 스테인펠드, 제임스 코든, 캐서린 키너"
DIFF2021 개막작,20219685,기타,Null,Null
인디플러스포항X오렌지필름 <일 끝나고 뭐해?>,20219648,기타,Null,Null
숲의 비명 : 사라진 사람들,20219565,"공포(호러),스릴러",전혜림,"박지원(지원), 정희민(희민), 문주하(예원), 주인협(주협), 정의욱(무당), 이지유(꼬마귀신)"
카사노바 70,20174368,"드라마,코미디",마리오 모니셀리,"마르첼로 마스트로얀니, 비르나 리시, 마리사 멜"
극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 팔라딘; 아가트람,20219551,"애니메이션,액션,판타지",아라이 카즈토,"미야노 마모루(베디비어), 시마자키 노부나가(후지마루 리츠카)"
코드 카림,20219333,액션,페드리코 알로토,"모하메드 조우아오위(카림), 알렉산드로스 메메타지(블레디), 파비오 풀코(하산), 발렌티나 세비(갈라), 스텔라 에지토(아이리스), 지안루카 메롤리(유세프)"
다이노 마이 프렌드,20218949,애니메이션,종위,"김보나(샤샤), 홍수정(우디)"
쇼미더고스트,20218885,"코미디,공포(호러)",김은경,"한승연(예지), 김현목(호두), 홍승범(기두)"
오! 문희,20193666,"코미디,드라마",정세교,"나문희(오문희), 이희준(두원), 김예은(한재숙)"
블룸 업: 스와핑,20219624,다큐멘터리,Null,Null
음란 며느리의 젖몸살 무삭제판,20219929,멜로/로맨스,Null,Null
여동생 미식회 무삭제판,20219928,멜로/로맨스,Null,Null
용의자 섹스의 헌신 무삭제판,20219896,멜로/로맨스,Null,Null
올리버 색스: 그의 생애,20219383,다큐멘터리,릭 번스,"올리버 삭스, 빌 헤이스, 케이트 에드거, 로렌스 웨슐러"
스카라무슈,19528012,"드라마,사극,어드벤처",조지 시드니,"스튜어트 그랜저, 자넷 리, 엘리노어 파커"
석양의 건맨,20080971,드라마,Null,Null
십계 1편 : 나 이외의 다른 신을 섬기지 말라,19888056,기타,Null,Null
어느 짧은 근무일,20215607,드라마,Null,Null
피해보상으로 아내를 보냈다,20219101,드라마,Null,Null
켈리 갱,20202785,"범죄,액션,드라마",저스틴 커젤,"조지 맥케이, 러셀 크로우, 니콜라스 홀트, 에시 데이비스, 토마신 맥켄지, 찰리 허냄"
DIFF2021 경쟁11,20219687,기타,Null,Null
DIFF2021 경쟁1,20219654,기타,Null,Null
DIFF2021 경쟁5,20219658,기타,Null,Null
DIFF2021 경쟁6,20219659,기타,Null,Null
살인광시대,19900300,"드라마,코미디",찰리 채플린,"찰리 채플린, 마사 레이"
우지현 단편전 1,20219824,기타,Null,Null
데미지,20120321,"드라마,멜로/로맨스",루이 말,"줄리엣 비노쉬, 제레미 아이언스, 미란다 리차드슨, 루퍼트 그레이브즈"
새출발,20148616,드라마,장우진,"우지현, 이혜린, 양흥주"
[광주독립영화관] 생각의 여름 배우 단편선,20210026,드라마,Null,Null
이웃 여자:맛 보실래요?,20210005,"멜로/로맨스,드라마",버드맨 텟페이,아리사카 미유키
꽃꽂이 교실:깊숙이 꽂아주세요,20210006,"멜로/로맨스,드라마",Null,Null
젖어드는 어린 며느리,20210007,"멜로/로맨스,드라마",버드맨 텟페이,미후네 카렌
방문 판매원의 기막힌 스킬,20210022,"멜로/로맨스,드라마",Null,Null
싱 오버 미,20158949,다큐멘터리,Null,Null
샹치와 텐 링즈의 전설,20217742,"액션,어드벤처,판타지",데스틴 다니엘 크리튼,"양조위, 아콰피나, 양자경"
이오지마의 영웅,20184887,"드라마,전쟁",Null,Null
욕망이라는 이름의 전차,19518015,드라마,엘리아 카잔,"비비안 리(블랑체 두보이스), 말론 브란도(스탠리 코왈스키)"
솔로몬 왕의 보고,19378007,"액션,어드벤처",로버트 스티븐슨,"폴 로버슨, 세드릭 하드윅, 로랜드 영"
화이트 히트,19498008,"범죄,드라마",라울 월쉬,제임스 카그니
십계 3편 : 안식일을 지키라,19888058,기타,Null,Null
세 가지 색 : 화이트,19940225,"드라마,코미디",크지슈토프 키에슬로프스키,"즈비그니에프 자마호브스키, 줄리 델피"
DIFF2021 경쟁2,20219655,기타,Null,Null
사랑에 관한 짧은 필름 ,19950306,드라마,크지슈토프 키에슬로프스키,"그라지나 자폴로브스카(독신녀, 마그다), 올라프 루바스쳉코(우체국 직원, 도메크)"
DIFF2021 배리어프리,20219689,기타,Null,Null
가장 환하고 따뜻한,20215892,드라마,Null,Null
DIFF2021 로컬존,20219704,기타,Null,Null
작은 빛,20183572,"드라마,가족",조민재,"곽진무(곽진무), 신문성(곽정도), 변중희(신숙녀), 김현(곽현)"
검은 여름,20173930,멜로/로맨스,이원영,"우지현, 이건우, 서정혁, 우지현, 우지현, 김진연, 차영주, 홍현수"
쿨한 며느리,20210008,"멜로/로맨스,드라마",Null,Null
형수의 성 취향,20210009,"멜로/로맨스,드라마",Null,Null
욕구불만 며느리:당장 하고싶어요,20210010,"멜로/로맨스,드라마",사쿠라비토,타카스기 마리
야설일기,20210023,"멜로/로맨스,드라마",Null,Null
19번가물많은여자친구,20219898,멜로/로맨스,Null,Null
"러브 어페어: 우리가 말하는 것, 우리가 하는 것",20217215,"드라마,멜로/로맨스",엠마누엘 무레,에밀리 드켄
세 가지 색 : 블루,19940161,드라마,크지슈토프 키에슬로프스키,"위그 웨스태르, 줄리엣 비노쉬"
키에슬로프스키 섹션 2: 우츠에서+나는 병사였다+벽돌공+야간 경비원의 시선+일곱 명의 여자,20219811,기타,Null,Null
키에슬로프스키 섹션 4: 사진+첫사랑,20215764,다큐멘터리,Null,Null
DIFF2021 경쟁4,20219657,기타,Null,Null
DIFF2021 경쟁3,20219656,기타,Null,Null
DIFF2021 그린-ing(Green-ing),20219705,기타,Null,Null
생각의 여름 배우 단편전,20219828,기타,Null,Null
겨울밤에,20183358,드라마,장우진,"서영화(은주), 양흥주(흥주), 이상희(여자), 우지현(남자), 김선영(해란)"
음란한 며느리:발정나는 날,20210012,"멜로/로맨스,드라마",Null,Null
형수:흥건해진 날,20210011,"멜로/로맨스,드라마",Null,Null
기도의 힘,20185616,드라마,Null,Null
베로니카의 이중생활,19910313,"드라마,멜로/로맨스,판타지",크지슈토프 키에슬로프스키,"이렌느 야곱, 필립 볼테르, 상드린 뒤마"
나의 흑역사 로맨티카,20219527,"멜로/로맨스,코미디",주연 루도비카 프란체스코니(마르타) | 주세페 마조(아르투로)조연 가야 마샬레(페데리카) | 요세프 지유라(야코포) | 엘레오노라 가제로(베아트리체),"루도비카 프란체스코니(마르타), 주세페 마조(아르투로)"
사랑을 합시다,19608024,119분0초,조지 쿠커,"마릴린 몬로, 이브 몽땅"
평화와 평온,20209424,드라마,Null,Null
DIFF2021 경쟁9,20219662,기타,Null,Null
DIFF2021 경쟁8,20219661,기타,Null,Null
DIFF2021 경쟁10,20219663,기타,Null,Null
DIFF2021 경쟁7,20219660,기타,Null,Null
아직 살아있다,20215751,다큐멘터리,주연 크지슈토프 키에슬로프스키 | 아그네츠카 홀란드 | 이렌느 야곱,"크지슈토프 키에슬로프스키, 아그네츠카 홀란드, 이렌느 야곱"
유령 이미지,20217009,멜로/로맨스,이상준,"우지현, 옥자연, 이상일"
우지현 단편전 2,20219825,기타,Null,Null
"춘천, 춘천",20160504,드라마,장우진,"우지현(지현 역), 양흥주, 이세랑, 이상희(유람선 승객)"
일대종사,20139072,"액션,드라마",왕가위,"양조위(엽문), 장쯔이(궁이), 송혜교(장영성), 장첸(일선천)"
건파우더 밀크셰이크,20219185,액션,나봇 파푸샤도,"카렌 길런, 레나 헤디, 안젤라 바셋, 양자경, 칼라 구기노, 폴 지아마티"
러브 미 텐더,20111491,"드라마,서부극(웨스턴),뮤지컬,전쟁",로버트 D. 웹,"엘비스 프레슬리, 리차드 에건, 데브라 파겟"
은밀한 묘약 : 그녀의 치료법,20210101,멜로/로맨스,주연 휘트니 라이트,휘트니 라이트
카섹-직장인 버전,20210083,멜로/로맨스,Null,Null
